"fileName","cleanTitle","url","date","size","genre","rating"
"Ring of Red (USA).zip","Ring of Red","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ring%20of%20Red%20%28USA%29.zip","30-Mar-2022 05:46","407.0 MiB","Action",7.9
"Rise of the Kasai (USA).zip","Rise of the Kasai","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rise%20of%20the%20Kasai%20%28USA%29.zip","29-Mar-2022 22:54","2.4 GiB","Action",7.5
"Rock Band (USA).zip","Rock Band","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rock%20Band%20%28USA%29.zip","29-Mar-2022 05:17","7.4 GiB","Action",8.8
"Rock Band 2 (USA).zip","Rock Band 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rock%20Band%202%20%28USA%29.zip","30-Mar-2022 06:24","7.5 GiB","Action",8.9
"Rogue Galaxy (USA).zip","Rogue Galaxy","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rogue%20Galaxy%20%28USA%29.zip","28-Mar-2022 17:43","4.9 GiB","RPG",8.5
"Romancing SaGa - Minstrel Song (Japan).zip","Romancing SaGa - Minstrel Song","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Romancing%20SaGa%20-%20Minstrel%20Song%20%28Japan%29.zip","28-Mar-2022 06:23","2.6 GiB","RPG",7.9
"Rule of Rose (USA) (Trade Demo).zip","Rule of Rose","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rule%20of%20Rose%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:56","2.2 GiB","Horror",7.7
"Rygar - The Legendary Adventure (USA).zip","Rygar - The Legendary Adventure","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Rygar%20-%20The%20Legendary%20Adventure%20%28USA%29.zip","30-Mar-2022 03:29","1.1 GiB","Action",7.8
"SOCOM - U.S. Navy SEALs (USA) (v1.00).zip","SOCOM - U.S. Navy SEALs","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SOCOM%20-%20U.S.%20Navy%20SEALs%20%28USA%29%20%28v1.00%29.zip","28-Mar-2022 07:47","2.8 GiB","Shooter",8.5
"SOCOM 3 - U.S. Navy SEALs (USA).zip","SOCOM 3 - U.S. Navy SEALs","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SOCOM%203%20-%20U.S.%20Navy%20SEALs%20%28USA%29.zip","29-Mar-2022 01:30","3.0 GiB","Shooter",8.5
"SOCOM II - U.S. Navy SEALs (USA).zip","SOCOM II - U.S. Navy SEALs","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SOCOM%20II%20-%20U.S.%20Navy%20SEALs%20%28USA%29.zip","29-Mar-2022 09:34","3.4 GiB","Shooter",8.7
"SSX 3 (USA).zip","SSX 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SSX%203%20%28USA%29.zip","28-Mar-2022 15:23","2.0 GiB","Sports",8.9
"SSX Tricky (USA).zip","SSX Tricky","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SSX%20Tricky%20%28USA%29.zip","29-Mar-2022 14:38","2.3 GiB","Sports",8.9
"SSX on Tour (USA).zip","SSX on Tour","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SSX%20on%20Tour%20%28USA%29.zip","27-Mar-2024 00:30","1.1 GiB","Sports",8.4
"Sakura Wars - So Long, My Love (USA) (Disc 1) (English Voice Over).zip","Sakura Wars - So Long, My Love","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Sakura%20Wars%20-%20So%20Long%2C%20My%20Love%20%28USA%29%20%28Disc%201%29%20%28English%20Voice%20Over%29.zip","28-Mar-2022 08:30","6.1 GiB","Shooter",8.2
"Samurai Champloo - Sidetracked (USA).zip","Samurai Champloo - Sidetracked","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Samurai%20Champloo%20-%20Sidetracked%20%28USA%29.zip","29-Mar-2022 10:40","1.8 GiB","Action",7.5
"Samurai Warriors (USA).zip","Samurai Warriors","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Samurai%20Warriors%20%28USA%29.zip","28-Mar-2022 17:42","2.2 GiB","Action",8.2
"Samurai Warriors 2 (USA).zip","Samurai Warriors 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Samurai%20Warriors%202%20%28USA%29.zip","28-Mar-2022 21:51","3.6 GiB","Action",8.3
"Scarface - The World Is Yours (USA).zip","Scarface - The World Is Yours","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Scarface%20-%20The%20World%20Is%20Yours%20%28USA%29.zip","29-Mar-2022 11:30","2.6 GiB","Action",8.3
"Seven Samurai 20XX (USA).zip","Seven Samurai 20XX","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Seven%20Samurai%2020XX%20%28USA%29.zip","29-Mar-2022 11:03","2.6 GiB","Action",7.3
"Shadow Hearts (USA).zip","Shadow Hearts","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Shadow%20Hearts%20%28USA%29.zip","28-Mar-2022 16:22","2.2 GiB","RPG",8.5
"Shadow Hearts - Covenant (USA) (Disc 1).zip","Shadow Hearts - Covenant","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Shadow%20Hearts%20-%20Covenant%20%28USA%29%20%28Disc%201%29.zip","28-Mar-2022 14:57","2.2 GiB","RPG",8.8
"Shadow Hearts - From the New World (USA).zip","Shadow Hearts - From the New World","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Shadow%20Hearts%20-%20From%20the%20New%20World%20%28USA%29.zip","30-Mar-2022 06:13","3.5 GiB","RPG",8.3
"Shadow of the Colossus (USA).zip","Shadow of the Colossus","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Shadow%20of%20the%20Colossus%20%28USA%29.zip","30-Mar-2022 02:41","1.2 GiB","Adventure",9.2
"ShellShock - Nam '67 (USA).zip","ShellShock - Nam '67","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/ShellShock%20-%20Nam%20%2767%20%28USA%29.zip","29-Mar-2022 20:41","2.0 GiB","Action",7.2
"Shin Megami Tensei - Nocturne (USA) (Trade Demo).zip","Shin Megami Tensei - Nocturne","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Shin%20Megami%20Tensei%20-%20Nocturne%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:57","2.1 GiB","RPG",8.7
"Shinobi (USA) (Trade Demo).zip","Shinobi","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Shinobi%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:58","1.4 GiB","Action",8.3
"Silent Hill 2 (USA) (En,Ja) (v1.20).zip","Silent Hill 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Silent%20Hill%202%20%28USA%29%20%28En%2CJa%29%20%28v1.20%29.zip","30-Mar-2022 03:57","2.1 GiB","Shooter",9.5
"Silent Hill 3 (USA) (En,Ja,Fr,De,Es,It,Ko).zip","Silent Hill 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Silent%20Hill%203%20%28USA%29%20%28En%2CJa%2CFr%2CDe%2CEs%2CIt%2CKo%29.zip","30-Mar-2022 02:27","2.3 GiB","Shooter",8.9
"Silent Hill 4 - The Room (USA) (En,Ja).zip","Silent Hill 4 - The Room","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Silent%20Hill%204%20-%20The%20Room%20%28USA%29%20%28En%2CJa%29.zip","30-Mar-2022 01:43","2.3 GiB","Shooter",7.9
"Silent Hill Origins (USA) (En,Fr,De,Es,It).zip","Silent Hill Origins","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Silent%20Hill%20Origins%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip","28-Mar-2022 22:20","2.6 GiB","Shooter",7.8
"SingStar (Europe, Australia).zip","SingStar","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/SingStar%20%28Europe%2C%20Australia%29.zip","28-Mar-2022 10:53","3.8 GiB","Music/Rhythm",7.9
"Siren 2 (Asia).zip","Siren 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Siren%202%20%28Asia%29.zip","26-Jul-2025 18:00","3.1 GiB","Adventure",7.9
"Sly 2 - Band of Thieves (USA) (Demo 1).zip","Sly 2 - Band of Thieves","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Sly%202%20-%20Band%20of%20Thieves%20%28USA%29%20%28Demo%201%29.zip","28-Mar-2022 08:59","372.7 MiB","Platformer",8.8
"Sly 3 - Honor Among Thieves (USA) (Demo 1).zip","Sly 3 - Honor Among Thieves","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Sly%203%20-%20Honor%20Among%20Thieves%20%28USA%29%20%28Demo%201%29.zip","28-Mar-2022 11:35","372.6 MiB","Platformer",8.7
"Sly Cooper and the Thievius Raccoonus (USA).zip","Sly Cooper and the Thievius Raccoonus","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Sly%20Cooper%20and%20the%20Thievius%20Raccoonus%20%28USA%29.zip","28-Mar-2022 13:18","2.4 GiB","Adventure",8.6
"Soul Nomad & the World Eaters (USA).zip","Soul Nomad & the World Eaters","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Soul%20Nomad%20%26%20the%20World%20Eaters%20%28USA%29.zip","29-Mar-2022 00:27","1.4 GiB","Action",8.2
"Soul Reaver 2 (Asia).zip","Soul Reaver 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Soul%20Reaver%202%20%28Asia%29.zip","30-Mar-2022 07:31","1.5 GiB","Action",8.4
"Spawn - Armageddon (USA).zip","Spawn - Armageddon","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Spawn%20-%20Armageddon%20%28USA%29.zip","29-Mar-2022 11:28","869.6 MiB","Action",7.0
"Sphinx and the Cursed Mummy (USA).zip","Sphinx and the Cursed Mummy","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Sphinx%20and%20the%20Cursed%20Mummy%20%28USA%29.zip","29-Mar-2022 20:19","870.4 MiB","Action",8.0
"Spider-Man 2 (USA).zip","Spider-Man 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Spider-Man%202%20%28USA%29.zip","29-Mar-2022 11:48","1.2 GiB","Action",8.5
"Spider-Man 3 (USA) (v1.02).zip","Spider-Man 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Spider-Man%203%20%28USA%29%20%28v1.02%29.zip","25-Apr-2022 20:00","2.0 GiB","Action",7.2
"Spyro - Enter the Dragonfly (USA).zip","Spyro - Enter the Dragonfly","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Spyro%20-%20Enter%20the%20Dragonfly%20%28USA%29.zip","29-Mar-2022 21:32","874.8 MiB","Sports",7.2
"Star Ocean - Till the End of Time (USA) (Disc 1).zip","Star Ocean - Till the End of Time","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Star%20Ocean%20-%20Till%20the%20End%20of%20Time%20%28USA%29%20%28Disc%201%29.zip","29-Mar-2022 01:08","3.7 GiB","RPG",8.5
"Star Wars - Battlefront II (USA) (v1.01).zip","Star Wars - Battlefront II","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Star%20Wars%20-%20Battlefront%20II%20%28USA%29%20%28v1.01%29.zip","29-Mar-2022 14:26","1.9 GiB","Shooter",8.6
"Steambot Chronicles (USA) (Trade Demo).zip","Steambot Chronicles","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Steambot%20Chronicles%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:58","1.7 GiB","Action",8.0
"Street Fighter Alpha Anthology (USA).zip","Street Fighter Alpha Anthology","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Street%20Fighter%20Alpha%20Anthology%20%28USA%29.zip","30-Mar-2022 09:41","1.6 GiB","Fighting",8.5
"Suikoden III (USA).zip","Suikoden III","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Suikoden%20III%20%28USA%29.zip","29-Mar-2022 06:20","1.8 GiB","RPG",8.5
"Suikoden V (USA).zip","Suikoden V","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Suikoden%20V%20%28USA%29.zip","29-Mar-2022 21:52","3.8 GiB","RPG",8.6
"Superman - Shadow of Apokolips (USA).zip","Superman - Shadow of Apokolips","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Superman%20-%20Shadow%20of%20Apokolips%20%28USA%29.zip","28-Mar-2022 16:27","986.6 MiB","Action",6.5
"Syphon Filter - Dark Mirror (USA).zip","Syphon Filter - Dark Mirror","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Syphon%20Filter%20-%20Dark%20Mirror%20%28USA%29.zip","28-Mar-2022 08:03","3.2 GiB","Shooter",8.4
"Syphon Filter - The Omega Strain (USA).zip","Syphon Filter - The Omega Strain","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Syphon%20Filter%20-%20The%20Omega%20Strain%20%28USA%29.zip","28-Mar-2022 14:39","2.6 GiB","Shooter",8.2
"Tak and the Power of Juju (USA).zip","Tak and the Power of Juju","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tak%20and%20the%20Power%20of%20Juju%20%28USA%29.zip","28-Mar-2022 17:31","2.2 GiB","Platformer",7.5
"Tales of Symphonia (Japan).zip","Tales of Symphonia","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tales%20of%20Symphonia%20%28Japan%29.zip","29-Mar-2022 16:43","2.8 GiB","RPG",8.9
"Tales of the Abyss (USA).zip","Tales of the Abyss","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tales%20of%20the%20Abyss%20%28USA%29.zip","29-Mar-2022 07:41","3.1 GiB","RPG",8.7
"Teen Titans (USA).zip","Teen Titans","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teen%20Titans%20%28USA%29.zip","29-Mar-2022 02:28","579.0 MiB","Action",7.2
"Teenage Mutant Ninja Turtles (USA).zip","Teenage Mutant Ninja Turtles","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teenage%20Mutant%20Ninja%20Turtles%20%28USA%29.zip","30-Mar-2022 00:18","985.4 MiB","Action",7.5
"Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA).zip","Teenage Mutant Ninja Turtles 2 - Battle Nexus","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teenage%20Mutant%20Ninja%20Turtles%202%20-%20Battle%20Nexus%20%28USA%29.zip","28-Mar-2022 09:02","2.1 GiB","Strategy",7.3
"Teenage Mutant Ninja Turtles 3 - Mutant Nightmare (USA).zip","Teenage Mutant Ninja Turtles 3 - Mutant Nightmare","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Teenage%20Mutant%20Ninja%20Turtles%203%20-%20Mutant%20Nightmare%20%28USA%29.zip","29-Mar-2022 16:55","2.0 GiB","Action",7.0
"Tekken 4 (USA) (Trade Demo).zip","Tekken 4","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tekken%204%20%28USA%29%20%28Trade%20Demo%29.zip","20-Jul-2025 07:58","404.0 MiB","Fighting",8.3
"Tekken 5 (USA).zip","Tekken 5","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tekken%205%20%28USA%29.zip","28-Mar-2022 08:46","3.7 GiB","Fighting",8.9
"Tekken Tag Tournament (USA) (v1.00).zip","Tekken Tag Tournament","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tekken%20Tag%20Tournament%20%28USA%29%20%28v1.00%29.zip","30-Mar-2022 01:00","436.0 MiB","Fighting",8.8
"Tenchu - Fatal Shadows (USA).zip","Tenchu - Fatal Shadows","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tenchu%20-%20Fatal%20Shadows%20%28USA%29.zip","29-Mar-2022 13:42","2.8 GiB","Action",7.8
"Tenchu - Wrath of Heaven (USA) (En,Ja).zip","Tenchu - Wrath of Heaven","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tenchu%20-%20Wrath%20of%20Heaven%20%28USA%29%20%28En%2CJa%29.zip","28-Mar-2022 06:21","2.8 GiB","Action",8.4
"TimeSplitters - Future Perfect (USA).zip","TimeSplitters - Future Perfect","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/TimeSplitters%20-%20Future%20Perfect%20%28USA%29.zip","30-Mar-2022 02:46","3.0 GiB","Shooter",8.8
"TimeSplitters 2 (USA).zip","TimeSplitters 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/TimeSplitters%202%20%28USA%29.zip","30-Mar-2022 00:54","1.1 GiB","Shooter",8.9
"Tony Hawk's Pro Skater 3 (USA) (Rev 1).zip","Tony Hawk's Pro Skater 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Pro%20Skater%203%20%28USA%29%20%28Rev%201%29.zip","28-Mar-2022 22:18","2.8 GiB","Sports",9.1
"Tony Hawk's Pro Skater 4 (USA) (v1.02).zip","Tony Hawk's Pro Skater 4","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Pro%20Skater%204%20%28USA%29%20%28v1.02%29.zip","29-Mar-2022 19:22","2.7 GiB","Sports",9.0
"Tony Hawk's Underground (USA).zip","Tony Hawk's Underground","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Underground%20%28USA%29.zip","29-Mar-2022 02:49","3.5 GiB","Sports",8.8
"Tony Hawk's Underground 2 (USA).zip","Tony Hawk's Underground 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Tony%20Hawk%27s%20Underground%202%20%28USA%29.zip","30-Mar-2022 00:27","2.5 GiB","Sports",8.5
"Transformers (USA) (Trade Demo).zip","Transformers","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Transformers%20%28USA%29%20%28Trade%20Demo%29.zip","21-Jul-2025 19:41","130.5 MiB","Action",7.5
"Transformers - The Game (USA).zip","Transformers - The Game","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Transformers%20-%20The%20Game%20%28USA%29.zip","28-Mar-2022 12:33","1.8 GiB","Action",7.3
"True Crime - New York City (USA).zip","True Crime - New York City","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/True%20Crime%20-%20New%20York%20City%20%28USA%29.zip","29-Mar-2022 10:49","2.0 GiB","Action",7.5
"True Crime - Streets of LA (USA).zip","True Crime - Streets of LA","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/True%20Crime%20-%20Streets%20of%20LA%20%28USA%29.zip","29-Mar-2022 17:39","1.8 GiB","Action",8.0
"Twisted Metal - Black (USA).zip","Twisted Metal - Black","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Twisted%20Metal%20-%20Black%20%28USA%29.zip","30-Mar-2022 05:00","3.1 GiB","Action",8.8
"Ty the Tasmanian Tiger (USA) (En,Fr,De,Es).zip","Ty the Tasmanian Tiger","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ty%20the%20Tasmanian%20Tiger%20%28USA%29%20%28En%2CFr%2CDe%2CEs%29.zip","15-Sep-2025 07:49","1.2 GiB","Platformer",7.6
"Ultimate Spider-Man (USA) (Limited Edition).zip","Ultimate Spider-Man","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ultimate%20Spider-Man%20%28USA%29%20%28Limited%20Edition%29.zip","25-Apr-2022 20:02","2.8 GiB","Action",8.3
"Unlimited Saga (USA).zip","Unlimited Saga","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Unlimited%20Saga%20%28USA%29.zip","28-Mar-2022 12:57","2.3 GiB","RPG",6.8
"Urban Reign (USA).zip","Urban Reign","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Urban%20Reign%20%28USA%29.zip","28-Mar-2022 10:04","1.5 GiB","Action",7.9
"Valkyrie Profile 2 - Silmeria (USA).zip","Valkyrie Profile 2 - Silmeria","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Valkyrie%20Profile%202%20-%20Silmeria%20%28USA%29.zip","28-Mar-2022 07:51","3.5 GiB","RPG",8.4
"Van Helsing (USA).zip","Van Helsing","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Van%20Helsing%20%28USA%29.zip","30-Mar-2022 03:08","1.1 GiB","Music/Rhythm",7.2
"Vexx (USA).zip","Vexx","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Vexx%20%28USA%29.zip","28-Mar-2022 09:07","1.6 GiB","Action",7.4
"Viewtiful Joe (USA).zip","Viewtiful Joe","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Viewtiful%20Joe%20%28USA%29.zip","29-Mar-2022 10:58","1.7 GiB","Action",8.8
"Viewtiful Joe 2 (USA).zip","Viewtiful Joe 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Viewtiful%20Joe%202%20%28USA%29.zip","28-Mar-2022 22:50","769.3 MiB","Action",8.5
"WWE SmackDown vs. Raw 2007 (USA) (v1.01).zip","WWE SmackDown vs. Raw 2007","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/WWE%20SmackDown%20vs.%20Raw%202007%20%28USA%29%20%28v1.01%29.zip","27-Mar-2024 00:53","3.4 GiB","Sports",8.4
"WWE SmackDown! Here Comes the Pain (USA).zip","WWE SmackDown! Here Comes the Pain","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/WWE%20SmackDown%21%20Here%20Comes%20the%20Pain%20%28USA%29.zip","29-Mar-2022 04:15","2.5 GiB","Sports",8.7
"WWE SmackDown! vs. Raw 2006 (USA).zip","WWE SmackDown! vs. Raw 2006","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/WWE%20SmackDown%21%20vs.%20Raw%202006%20%28USA%29.zip","30-Mar-2022 03:50","2.8 GiB","Sports",8.5
"Warriors Orochi (USA).zip","Warriors Orochi","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Warriors%20Orochi%20%28USA%29.zip","28-Mar-2022 18:22","1.8 GiB","Action",8.4
"Way of the Samurai (USA).zip","Way of the Samurai","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Way%20of%20the%20Samurai%20%28USA%29.zip","29-Mar-2022 00:33","446.9 MiB","Action",7.6
"Way of the Samurai 2 (USA).zip","Way of the Samurai 2","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Way%20of%20the%20Samurai%202%20%28USA%29.zip","29-Mar-2022 00:19","1.1 GiB","Action",7.9
"We Love Katamari (USA).zip","We Love Katamari","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/We%20Love%20Katamari%20%28USA%29.zip","28-Mar-2022 08:05","1.6 GiB","Puzzle",8.7
"Whiplash (USA).zip","Whiplash","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Whiplash%20%28USA%29.zip","29-Mar-2022 22:57","778.7 MiB","Action",7.2
"Wild Arms 3 (USA).zip","Wild Arms 3","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Wild%20Arms%203%20%28USA%29.zip","29-Mar-2022 00:02","1.9 GiB","RPG",8.3
"X-Men Legends (USA).zip","X-Men Legends","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/X-Men%20Legends%20%28USA%29.zip","30-Mar-2022 03:17","1.4 GiB","RPG",8.4
"X-Men Legends II - Rise of Apocalypse (USA).zip","X-Men Legends II - Rise of Apocalypse","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/X-Men%20Legends%20II%20-%20Rise%20of%20Apocalypse%20%28USA%29.zip","29-Mar-2022 12:49","1.4 GiB","RPG",8.6
"X2 - Wolverine's Revenge (USA).zip","X2 - Wolverine's Revenge","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/X2%20-%20Wolverine%27s%20Revenge%20%28USA%29.zip","28-Mar-2022 07:23","1.4 GiB","Action",7.4
"Ys - The Ark of Napishtim (USA) (En,Ja).zip","Ys - The Ark of Napishtim","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Ys%20-%20The%20Ark%20of%20Napishtim%20%28USA%29%20%28En%2CJa%29.zip","28-Mar-2022 22:37","3.4 GiB","Action",8.3
"Yu-Gi-Oh! Capsule Monster Coliseum (USA).zip","Yu-Gi-Oh! Capsule Monster Coliseum","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Yu-Gi-Oh%21%20Capsule%20Monster%20Coliseum%20%28USA%29.zip","30-Mar-2022 03:18","1.1 GiB","Action",7.2
"Yu-Gi-Oh! The Duelists of the Roses (USA).zip","Yu-Gi-Oh! The Duelists of the Roses","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Yu-Gi-Oh%21%20The%20Duelists%20of%20the%20Roses%20%28USA%29.zip","29-Mar-2022 04:54","1002.0 MiB","Action",7.6
"Zone of the Enders - The 2nd Runner (USA).zip","Zone of the Enders - The 2nd Runner","https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Zone%20of%20the%20Enders%20-%20The%202nd%20Runner%20%28USA%29.zip","28-Mar-2022 05:25","1.8 GiB","Action",8.9
